┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓
┃ Name                                                    ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test     ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr  ┃ MaxSpd  ┃ Stages                      ┃
│ WCP SS Gearbox                                          │ 6        │ 4    │ 43        │ 0.0087   │ 1.15  │ 132.0        │ 9.1       │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 43        │ 0.0087   │ 1.15  │ 132.0        │ 9.1       │ 237        │ 118       │ 11.9    │ (12, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 6    │ 43        │ 0.0087   │ 1.15  │ 132.0        │ 9.1       │ 238        │ 110       │ 11.95   │ (15, 85, 24, 46)            │
│ EVO Slim                                                │ 6        │ 4    │ 44        │ 0.0087   │ 1.15  │ 132.0        │ 9.05      │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 44        │ 0.0087   │ 1.15  │ 132.0        │ 9.05      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 44        │ 0.0087   │ 1.15  │ 132.0        │ 9.05      │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 44        │ 0.0087   │ 1.15  │ 132.0        │ 9.05      │ 237        │ 118       │ 11.9    │ (12, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 6    │ 44        │ 0.0087   │ 1.15  │ 132.0        │ 9.05      │ 238        │ 110       │ 11.95   │ (15, 85, 24, 46)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 45        │ 0.0087   │ 1.15  │ 132.0        │ 8.95      │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 4    │ 45        │ 0.0087   │ 1.15  │ 132.0        │ 8.95      │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 45        │ 0.0087   │ 1.15  │ 132.0        │ 8.95      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 45        │ 0.0087   │ 1.15  │ 132.0        │ 8.95      │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 45        │ 0.0087   │ 1.15  │ 132.0        │ 8.95      │ 237        │ 118       │ 11.9    │ (12, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 6    │ 45        │ 0.0087   │ 1.15  │ 132.0        │ 8.95      │ 238        │ 110       │ 12.0    │ (15, 85, 24, 46)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 46        │ 0.0087   │ 1.15  │ 132.0        │ 8.85      │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 4    │ 46        │ 0.0087   │ 1.15  │ 132.0        │ 8.85      │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 46        │ 0.0087   │ 1.15  │ 132.0        │ 8.85      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 46        │ 0.0087   │ 1.15  │ 132.0        │ 8.85      │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 46        │ 0.0087   │ 1.15  │ 132.0        │ 8.85      │ 237        │ 118       │ 11.9    │ (12, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 6    │ 46        │ 0.0087   │ 1.15  │ 132.0        │ 8.85      │ 238        │ 110       │ 12.0    │ (15, 85, 24, 46)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 47        │ 0.0087   │ 1.15  │ 132.0        │ 8.8       │ 216        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 47        │ 0.0087   │ 1.15  │ 132.0        │ 8.8       │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 4    │ 47        │ 0.0087   │ 1.15  │ 132.0        │ 8.8       │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 47        │ 0.0087   │ 1.15  │ 132.0        │ 8.8       │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 47        │ 0.0087   │ 1.15  │ 132.0        │ 8.8       │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 47        │ 0.0087   │ 1.15  │ 132.0        │ 8.8       │ 237        │ 118       │ 11.9    │ (12, 42, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 51        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 216        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 50        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 216        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 54        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 216        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 52        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 216        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 53        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 216        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 48        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 216        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 49        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 216        │ 108       │ 10.85   │ (13, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 52        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 51        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 50        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 49        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 54        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 53        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 48        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 218        │ 109       │ 10.9    │ (11, 42, 24, 50)            │
│ EVO Slim                                                │ 6        │ 4    │ 48        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 48        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 48        │ 0.0087   │ 1.15  │ 132.0        │ 8.7       │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ EVO Slim                                                │ 6        │ 4    │ 49        │ 0.0087   │ 1.15  │ 132.0        │ 8.65      │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 49        │ 0.0087   │ 1.15  │ 132.0        │ 8.65      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 49        │ 0.0087   │ 1.15  │ 132.0        │ 8.65      │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ EVO Slim                                                │ 6        │ 4    │ 50        │ 0.0087   │ 1.15  │ 132.0        │ 8.55      │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 50        │ 0.0087   │ 1.15  │ 132.0        │ 8.55      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 50        │ 0.0087   │ 1.15  │ 132.0        │ 8.55      │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ EVO Slim                                                │ 6        │ 4    │ 53        │ 0.0087   │ 1.15  │ 132.0        │ 8.5       │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ EVO Slim                                                │ 6        │ 4    │ 52        │ 0.0087   │ 1.15  │ 132.0        │ 8.5       │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ EVO Slim                                                │ 6        │ 4    │ 54        │ 0.0087   │ 1.15  │ 132.0        │ 8.5       │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ EVO Slim                                                │ 6        │ 4    │ 51        │ 0.0087   │ 1.15  │ 132.0        │ 8.5       │ 229        │ 114       │ 11.5    │ (15, 85, 30, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 51        │ 0.0087   │ 1.15  │ 132.0        │ 8.45      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 54        │ 0.0087   │ 1.15  │ 132.0        │ 8.45      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 52        │ 0.0087   │ 1.15  │ 132.0        │ 8.45      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 53        │ 0.0087   │ 1.15  │ 132.0        │ 8.45      │ 230        │ 107       │ 11.55   │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 51        │ 0.0087   │ 1.15  │ 132.0        │ 8.45      │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 54        │ 0.0087   │ 1.15  │ 132.0        │ 8.4       │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 53        │ 0.0087   │ 1.15  │ 132.0        │ 8.4       │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 52        │ 0.0087   │ 1.15  │ 132.0        │ 8.4       │ 232        │ 116       │ 11.65   │ (14, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 50        │ 0.0088   │ 1.05  │ 119.57       │ 8.55      │ 278        │ 152       │ 14.9    │ (11, 42, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 52        │ 0.0088   │ 1.05  │ 118.87       │ 8.4       │ 289        │ 158       │ 15.4    │ (11, 50, 34, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 52        │ 0.0088   │ 1.05  │ 118.74       │ 8.4       │ 289        │ 146       │ 15.4    │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 53        │ 0.0088   │ 1.05  │ 118.73       │ 8.3       │ 294        │ 161       │ 15.6    │ (14, 50, 30, 44)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 47        │ 0.0088   │ 1.1   │ 125.22       │ 8.8       │ 261        │ 137       │ 13.75   │ (14, 42, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 48        │ 0.0088   │ 1.1   │ 125.11       │ 8.7       │ 267        │ 140       │ 14.0    │ (12, 50, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 44        │ 0.0088   │ 1.1   │ 124.79       │ 9.05      │ 244        │ 129       │ 12.95   │ (11, 50, 30, 44)            │
