┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓
┃ Name                                                    ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test     ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr  ┃ MaxSpd  ┃ Stages                      ┃
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0533   │ 3.65  │ 68.49        │ 9.6       │ 213        │ 161       │ 14.75   │ (11, 60, 22, 34, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 27        │ 0.0533   │ 3.8   │ 71.31        │ 9.7       │ 205        │ 146       │ 13.35   │ (14, 58, 18, 38, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0533   │ 3.85  │ 72.29        │ 9.7       │ 205        │ 148       │ 13.2    │ (13, 58, 20, 36, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0533   │ 3.85  │ 72.29        │ 9.7       │ 205        │ 148       │ 13.2    │ (12, 60, 18, 38, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0533   │ 3.85  │ 72.25        │ 9.7       │ 205        │ 148       │ 13.2    │ (10, 60, 26, 30, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0533   │ 3.95  │ 74.06        │ 8.55      │ 300        │ 203       │ 12.6    │ (13, 58, 22, 34, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0533   │ 4.0   │ 74.99        │ 8.55      │ 300        │ 210       │ 12.45   │ (11, 60, 24, 32, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0533   │ 4.0   │ 74.99        │ 8.55      │ 300        │ 210       │ 12.45   │ (11, 60, 28, 28, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0533   │ 4.15  │ 77.93        │ 9.8       │ 198        │ 133       │ 11.4    │ (12, 60, 20, 36, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0533   │ 4.15  │ 77.8         │ 9.8       │ 198        │ 133       │ 11.4    │ (8, 62, 28, 28, 18, 48)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0533   │ 4.15  │ 77.8         │ 9.8       │ 198        │ 133       │ 11.4    │ (9, 62, 16, 40, 30, 36)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0533   │ 4.15  │ 77.8         │ 9.8       │ 198        │ 133       │ 11.4    │ (8, 62, 24, 32, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0533   │ 4.25  │ 79.8         │ 9.8       │ 198        │ 130       │ 11.15   │ (9, 62, 26, 30, 18, 48)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0533   │ 4.45  │ 83.49        │ 8.7       │ 288        │ 174       │ 10.35   │ (10, 60, 18, 38, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0533   │ 4.5   │ 84.4         │ 8.7       │ 288        │ 180       │ 10.2    │ (14, 58, 22, 34, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0533   │ 4.55  │ 85.33        │ 8.7       │ 288        │ 178       │ 10.1    │ (14, 58, 24, 32, 16, 50)    │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 34        │ 0.0534   │ 3.15  │ 59.0         │ 8.95      │ 258        │ 220       │ 20.75   │ (12, 50, 14, 60)            │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 34        │ 0.0534   │ 3.15  │ 58.97        │ 8.95      │ 258        │ 226       │ 20.75   │ (13, 58, 24, 32, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 34        │ 0.0534   │ 3.15  │ 58.97        │ 8.95      │ 258        │ 226       │ 20.75   │ (13, 58, 28, 28, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 33        │ 0.0534   │ 3.2   │ 59.92        │ 9.05      │ 251        │ 216       │ 20.05   │ (9, 62, 24, 32, 28, 38)     │
│ VEX 3 CIM Ball Shifter                                  │ 4        │ 6    │ 32        │ 0.0534   │ 3.25  │ 60.89        │ 9.15      │ 243        │ 201       │ 19.25   │ (12, 50, 34, 50, 20, 64)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 31        │ 0.0534   │ 3.3   │ 61.83        │ 9.25      │ 235        │ 192       │ 18.35   │ (8, 62, 26, 30, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 30        │ 0.0534   │ 3.35  │ 62.79        │ 9.35      │ 228        │ 183       │ 17.4    │ (10, 60, 20, 36, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 29        │ 0.0534   │ 3.45  │ 64.66        │ 9.45      │ 220        │ 172       │ 16.25   │ (11, 60, 18, 38, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 29        │ 0.0534   │ 3.45  │ 64.58        │ 9.45      │ 220        │ 177       │ 16.3    │ (12, 60, 24, 32, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0534   │ 3.65  │ 68.37        │ 9.6       │ 213        │ 162       │ 14.8    │ (9, 62, 20, 36, 28, 38)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 27        │ 0.0534   │ 3.8   │ 71.16        │ 9.7       │ 205        │ 146       │ 13.35   │ (11, 60, 16, 40, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0534   │ 3.85  │ 72.11        │ 9.7       │ 205        │ 148       │ 13.2    │ (8, 62, 22, 34, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 27        │ 0.0534   │ 3.85  │ 72.06        │ 9.7       │ 205        │ 144       │ 13.2    │ (14, 58, 16, 40, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0534   │ 3.95  │ 73.99        │ 8.55      │ 300        │ 203       │ 12.6    │ (9, 62, 28, 28, 16, 50)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 26        │ 0.0534   │ 4.2   │ 78.71        │ 9.8       │ 198        │ 128       │ 11.3    │ (11, 60, 16, 40, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0534   │ 4.45  │ 83.34        │ 8.7       │ 288        │ 182       │ 10.35   │ (11, 60, 22, 34, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0534   │ 4.5   │ 84.26        │ 8.7       │ 288        │ 181       │ 10.25   │ (11, 60, 28, 28, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0534   │ 4.95  │ 92.76        │ 9.9       │ 190        │ 108       │ 8.85    │ (13, 58, 16, 40, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 34        │ 0.0535   │ 3.15  │ 58.92        │ 8.95      │ 258        │ 227       │ 20.75   │ (12, 60, 22, 34, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 34        │ 0.0535   │ 3.15  │ 58.9         │ 8.95      │ 258        │ 220       │ 20.75   │ (8, 62, 28, 28, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 34        │ 0.0535   │ 3.15  │ 58.83        │ 8.95      │ 258        │ 227       │ 20.75   │ (14, 58, 18, 38, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 32        │ 0.0535   │ 3.25  │ 60.79        │ 9.15      │ 243        │ 207       │ 19.25   │ (14, 58, 20, 36, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 31        │ 0.0535   │ 3.3   │ 61.7         │ 9.25      │ 235        │ 198       │ 18.35   │ (13, 58, 24, 32, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 30        │ 0.0535   │ 3.35  │ 62.67        │ 9.35      │ 228        │ 188       │ 17.4    │ (8, 62, 22, 34, 30, 36)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 30        │ 0.0535   │ 3.35  │ 62.64        │ 9.35      │ 228        │ 183       │ 17.4    │ (13, 58, 22, 34, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 30        │ 0.0535   │ 3.35  │ 62.58        │ 9.35      │ 228        │ 183       │ 17.4    │ (9, 62, 28, 28, 16, 50)     │
│ VEX 3 CIM Ball Shifter                                  │ 4        │ 4    │ 29        │ 0.0535   │ 3.45  │ 64.51        │ 9.45      │ 220        │ 177       │ 16.3    │ (12, 50, 24, 60, 34, 50)    │
│ VEX 3 CIM Ball Shifter                                  │ 4        │ 4    │ 29        │ 0.0535   │ 3.45  │ 64.51        │ 9.45      │ 220        │ 177       │ 16.3    │ (12, 50, 34, 50, 24, 60)    │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 29        │ 0.0535   │ 3.45  │ 64.46        │ 9.45      │ 220        │ 177       │ 16.3    │ (14, 50, 14, 60)            │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 29        │ 0.0535   │ 3.45  │ 64.46        │ 9.45      │ 220        │ 177       │ 16.3    │ (14, 58, 18, 38, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 29        │ 0.0535   │ 3.5   │ 65.48        │ 9.45      │ 220        │ 170       │ 16.15   │ (14, 58, 18, 38, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 29        │ 0.0535   │ 3.5   │ 65.43        │ 9.45      │ 220        │ 170       │ 16.2    │ (14, 58, 20, 36, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 28        │ 0.0535   │ 3.6   │ 67.27        │ 9.6       │ 213        │ 160       │ 14.95   │ (10, 60, 20, 36, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 28        │ 0.0535   │ 3.6   │ 67.27        │ 9.6       │ 213        │ 160       │ 14.95   │ (9, 62, 26, 30, 16, 50)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0535   │ 3.85  │ 72.01        │ 9.7       │ 205        │ 148       │ 13.25   │ (10, 60, 24, 32, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0535   │ 3.85  │ 71.96        │ 9.7       │ 205        │ 149       │ 13.25   │ (13, 58, 22, 34, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0535   │ 3.95  │ 73.86        │ 8.55      │ 300        │ 213       │ 12.6    │ (12, 60, 18, 38, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0535   │ 3.95  │ 73.77        │ 8.55      │ 300        │ 204       │ 12.65   │ (8, 62, 20, 36, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0535   │ 4.0   │ 74.71        │ 8.55      │ 300        │ 211       │ 12.5    │ (13, 58, 18, 38, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0535   │ 4.0   │ 74.7         │ 8.55      │ 300        │ 211       │ 12.5    │ (11, 60, 16, 40, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0535   │ 4.15  │ 77.57        │ 9.8       │ 198        │ 133       │ 11.45   │ (12, 60, 22, 34, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0535   │ 4.15  │ 77.5         │ 9.8       │ 198        │ 133       │ 11.45   │ (8, 62, 16, 40, 32, 34)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0535   │ 4.45  │ 83.19        │ 8.7       │ 288        │ 183       │ 10.35   │ (9, 62, 20, 36, 28, 38)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0535   │ 4.9   │ 91.6         │ 9.9       │ 190        │ 109       │ 8.95    │ (10, 60, 18, 38, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 34        │ 0.0536   │ 3.15  │ 58.74        │ 8.95      │ 258        │ 221       │ 20.75   │ (12, 60, 24, 32, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 34        │ 0.0536   │ 3.15  │ 58.74        │ 8.95      │ 258        │ 227       │ 20.75   │ (13, 58, 16, 40, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 34        │ 0.0536   │ 3.15  │ 58.72        │ 8.95      │ 258        │ 221       │ 20.75   │ (12, 60, 22, 34, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 33        │ 0.0536   │ 3.2   │ 59.75        │ 9.05      │ 251        │ 217       │ 20.05   │ (14, 58, 16, 40, 30, 36)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 33        │ 0.0536   │ 3.2   │ 59.71        │ 9.05      │ 251        │ 211       │ 20.05   │ (9, 62, 22, 34, 24, 42)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 32        │ 0.0536   │ 3.25  │ 60.62        │ 9.15      │ 243        │ 202       │ 19.25   │ (13, 58, 16, 40, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 30        │ 0.0536   │ 3.35  │ 62.46        │ 9.35      │ 228        │ 189       │ 17.45   │ (12, 60, 18, 38, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 29        │ 0.0536   │ 3.5   │ 65.28        │ 9.45      │ 220        │ 170       │ 16.2    │ (8, 62, 16, 40, 30, 36)     │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 29        │ 0.0536   │ 3.5   │ 65.28        │ 9.45      │ 220        │ 175       │ 16.2    │ (8, 62, 16, 32)             │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 29        │ 0.0536   │ 3.5   │ 65.28        │ 9.45      │ 220        │ 175       │ 16.2    │ (8, 62, 28, 28, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 28        │ 0.0536   │ 3.6   │ 67.17        │ 9.6       │ 213        │ 160       │ 14.95   │ (9, 62, 20, 36, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0536   │ 3.8   │ 70.93        │ 9.7       │ 205        │ 151       │ 13.4    │ (14, 58, 16, 40, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 27        │ 0.0536   │ 3.85  │ 71.89        │ 9.7       │ 205        │ 144       │ 13.25   │ (8, 62, 24, 32, 18, 48)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0536   │ 3.85  │ 71.89        │ 9.7       │ 205        │ 149       │ 13.25   │ (9, 62, 28, 28, 18, 48)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0536   │ 3.85  │ 71.89        │ 9.7       │ 205        │ 149       │ 13.25   │ (9, 62, 24, 32, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 27        │ 0.0536   │ 3.85  │ 71.87        │ 9.7       │ 205        │ 145       │ 13.25   │ (8, 62, 22, 34, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0536   │ 4.0   │ 74.63        │ 8.55      │ 300        │ 211       │ 12.5    │ (11, 60, 26, 30, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0536   │ 4.0   │ 74.59        │ 8.55      │ 300        │ 202       │ 12.5    │ (9, 62, 20, 36, 24, 42)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0536   │ 4.15  │ 77.43        │ 9.8       │ 198        │ 133       │ 11.45   │ (8, 62, 26, 30, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0536   │ 4.2   │ 78.43        │ 9.8       │ 198        │ 132       │ 11.35   │ (12, 60, 24, 32, 16, 50)    │
│ VEX 2 CIM Ball Shifter                                  │ 4        │ 4    │ 26        │ 0.0536   │ 4.2   │ 78.43        │ 9.8       │ 198        │ 132       │ 11.35   │ (12, 40, 24, 60, 24, 60)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0536   │ 4.4   │ 82.14        │ 8.7       │ 288        │ 185       │ 10.5    │ (10, 60, 20, 36, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0536   │ 4.45  │ 82.96        │ 8.7       │ 288        │ 183       │ 10.4    │ (11, 60, 26, 30, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0536   │ 4.45  │ 82.95        │ 8.7       │ 288        │ 175       │ 10.4    │ (8, 62, 18, 38, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 34        │ 0.0537   │ 3.15  │ 58.68        │ 8.95      │ 258        │ 227       │ 20.75   │ (13, 58, 26, 30, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 33        │ 0.0537   │ 3.2   │ 59.61        │ 9.05      │ 251        │ 217       │ 20.05   │ (8, 62, 24, 32, 30, 36)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 33        │ 0.0537   │ 3.2   │ 59.58        │ 9.05      │ 251        │ 211       │ 20.05   │ (13, 58, 24, 32, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 32        │ 0.0537   │ 3.25  │ 60.52        │ 9.15      │ 243        │ 202       │ 19.3    │ (10, 60, 18, 38, 26, 40)    │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 32        │ 0.0537   │ 3.25  │ 60.5         │ 9.15      │ 243        │ 202       │ 19.3    │ (11, 50, 14, 60)            │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 30        │ 0.0537   │ 3.35  │ 62.39        │ 9.35      │ 228        │ 184       │ 17.45   │ (8, 62, 20, 36, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0537   │ 3.8   │ 70.77        │ 9.7       │ 205        │ 151       │ 13.45   │ (8, 62, 24, 32, 24, 42)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0537   │ 3.95  │ 73.61        │ 8.55      │ 300        │ 204       │ 12.65   │ (13, 58, 20, 36, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0537   │ 3.95  │ 73.55        │ 8.55      │ 300        │ 214       │ 12.65   │ (10, 60, 22, 34, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0537   │ 4.0   │ 74.49        │ 8.55      │ 300        │ 211       │ 12.5    │ (9, 62, 22, 34, 28, 38)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0537   │ 4.0   │ 74.46        │ 8.55      │ 300        │ 202       │ 12.5    │ (13, 58, 18, 38, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0537   │ 4.4   │ 81.86        │ 8.7       │ 288        │ 177       │ 10.55   │ (10, 60, 20, 36, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0537   │ 4.4   │ 81.86        │ 8.7       │ 288        │ 177       │ 10.55   │ (9, 62, 26, 30, 16, 50)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0537   │ 4.5   │ 83.87        │ 8.7       │ 288        │ 173       │ 10.3    │ (9, 62, 18, 38, 24, 42)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0537   │ 4.5   │ 83.86        │ 8.7       │ 288        │ 181       │ 10.3    │ (12, 60, 16, 40, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0537   │ 4.85  │ 90.39        │ 9.9       │ 190        │ 111       │ 9.1     │ (10, 60, 24, 32, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0537   │ 4.85  │ 90.39        │ 9.9       │ 190        │ 111       │ 9.1     │ (12, 60, 16, 40, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 34        │ 0.0538   │ 3.15  │ 58.53        │ 8.95      │ 258        │ 222       │ 20.75   │ (11, 60, 18, 38, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 33        │ 0.0538   │ 3.2   │ 59.43        │ 9.05      │ 251        │ 212       │ 20.05   │ (10, 60, 22, 34, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 32        │ 0.0538   │ 3.25  │ 60.41        │ 9.15      │ 243        │ 208       │ 19.3    │ (11, 60, 22, 34, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 32        │ 0.0538   │ 3.25  │ 60.37        │ 9.15      │ 243        │ 208       │ 19.3    │ (10, 60, 20, 36, 30, 36)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 30        │ 0.0538   │ 3.35  │ 62.25        │ 9.35      │ 228        │ 184       │ 17.45   │ (13, 58, 20, 36, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 29        │ 0.0538   │ 3.5   │ 65.09        │ 9.45      │ 220        │ 176       │ 16.25   │ (12, 60, 22, 34, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 29        │ 0.0538   │ 3.5   │ 65.08        │ 9.45      │ 220        │ 176       │ 16.25   │ (9, 62, 18, 38, 32, 34)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 28        │ 0.0538   │ 3.6   │ 66.97        │ 9.6       │ 213        │ 160       │ 15.0    │ (10, 60, 22, 34, 18, 48)    │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 28        │ 0.0538   │ 3.6   │ 66.96        │ 9.6       │ 213        │ 165       │ 15.0    │ (13, 50, 14, 60)            │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0538   │ 3.6   │ 66.96        │ 9.6       │ 213        │ 165       │ 15.0    │ (13, 58, 18, 38, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0538   │ 3.85  │ 71.61        │ 9.7       │ 205        │ 149       │ 13.3    │ (9, 62, 16, 40, 32, 34)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0538   │ 3.85  │ 71.55        │ 9.7       │ 205        │ 149       │ 13.3    │ (9, 62, 26, 30, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0538   │ 4.0   │ 74.36        │ 8.55      │ 300        │ 202       │ 12.55   │ (10, 60, 26, 30, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 26        │ 0.0538   │ 4.15  │ 77.07        │ 9.8       │ 198        │ 130       │ 11.5    │ (11, 60, 18, 38, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0538   │ 4.4   │ 81.73        │ 8.7       │ 288        │ 178       │ 10.55   │ (9, 62, 20, 36, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0538   │ 4.45  │ 82.77        │ 8.7       │ 288        │ 175       │ 10.4    │ (13, 58, 18, 38, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0538   │ 4.45  │ 82.75        │ 8.7       │ 288        │ 184       │ 10.4    │ (8, 62, 20, 36, 30, 36)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0538   │ 4.45  │ 82.71        │ 8.7       │ 288        │ 176       │ 10.4    │ (13, 58, 20, 36, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0538   │ 4.45  │ 82.69        │ 8.7       │ 288        │ 184       │ 10.45   │ (11, 60, 24, 32, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 25        │ 0.0538   │ 4.85  │ 90.22        │ 9.9       │ 190        │ 108       │ 9.1     │ (8, 62, 22, 34, 16, 50)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0538   │ 4.9   │ 91.01        │ 9.9       │ 190        │ 110       │ 9.0     │ (8, 62, 18, 38, 26, 40)     │
