┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━━┳━
┃ Name                                                     ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test  ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr   ┃ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 6    │ 43        │ 0.04  │ 3.35  │ 76.37        │ 9.1       │ 239        │ 197        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.04  │ 3.35  │ 76.22        │ 9.1       │ 239        │ 198        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 48        │ 0.04  │ 3.35  │ 76.0         │ 10.0      │ 173        │ 135        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.04  │ 3.35  │ 75.93        │ 10.0      │ 173        │ 145        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 48        │ 0.04  │ 3.35  │ 75.8         │ 10.0      │ 173        │ 135        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.04  │ 3.35  │ 75.64        │ 10.0      │ 173        │ 135        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.04  │ 3.35  │ 75.53        │ 9.1       │ 239        │ 200        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 53        │ 0.04  │ 3.4   │ 97.11        │ 9.75      │ 191        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 53        │ 0.04  │ 3.4   │ 97.04        │ 9.75      │ 191        │ 126        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 45        │ 0.04  │ 3.4   │ 96.77        │ 8.95      │ 250        │ 183        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 53        │ 0.04  │ 3.4   │ 96.6         │ 9.75      │ 191        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 96.59        │ 8.95      │ 250        │ 165        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 53        │ 0.04  │ 3.4   │ 96.46        │ 9.75      │ 191        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 45        │ 0.04  │ 3.4   │ 96.45        │ 8.95      │ 250        │ 183        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 53        │ 0.04  │ 3.4   │ 96.4         │ 9.75      │ 191        │ 119        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 53        │ 0.04  │ 3.4   │ 96.16        │ 9.75      │ 191        │ 119        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 53        │ 0.04  │ 3.4   │ 96.16        │ 9.75      │ 191        │ 127        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 45        │ 0.04  │ 3.4   │ 96.07        │ 8.95      │ 250        │ 184        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 95.97        │ 8.95      │ 250        │ 166        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 95.67        │ 8.95      │ 250        │ 167        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 95.5         │ 9.8       │ 188        │ 117        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 95.34        │ 9.8       │ 188        │ 118        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 4        │ 4    │ 52        │ 0.04  │ 3.4   │ 95.34        │ 9.8       │ 188        │ 126        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 52        │ 0.04  │ 3.4   │ 95.34        │ 9.8       │ 188        │ 126        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 95.3         │ 9.8       │ 188        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 95.22        │ 9.8       │ 188        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 52        │ 0.04  │ 3.4   │ 95.16        │ 9.8       │ 188        │ 126        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 95.01        │ 8.95      │ 250        │ 168        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 94.76        │ 8.95      │ 250        │ 168        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 94.72        │ 9.8       │ 188        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 94.63        │ 8.95      │ 250        │ 168        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 94.58        │ 9.8       │ 188        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 94.54        │ 8.95      │ 250        │ 169        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 94.52        │ 9.8       │ 188        │ 119        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 94.29        │ 9.8       │ 188        │ 119        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 52        │ 0.04  │ 3.4   │ 94.29        │ 9.8       │ 188        │ 127        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 94.17        │ 8.95      │ 250        │ 169        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 52        │ 0.04  │ 3.4   │ 94.04        │ 9.8       │ 188        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 45        │ 0.04  │ 3.4   │ 93.9         │ 8.95      │ 250        │ 170        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 52        │ 0.04  │ 3.4   │ 93.83        │ 9.8       │ 188        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 45        │ 0.04  │ 3.4   │ 93.83        │ 8.95      │ 250        │ 188        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 52        │ 0.04  │ 3.4   │ 93.49        │ 9.8       │ 188        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 52        │ 0.04  │ 3.4   │ 93.49        │ 9.8       │ 188        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 51        │ 0.04  │ 3.4   │ 92.84        │ 9.85      │ 184        │ 118        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 51        │ 0.04  │ 3.4   │ 92.71        │ 9.85      │ 184        │ 118        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 51        │ 0.04  │ 3.4   │ 92.65        │ 9.85      │ 184        │ 119        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 51        │ 0.04  │ 3.4   │ 92.42        │ 9.85      │ 184        │ 119        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 51        │ 0.04  │ 3.4   │ 92.42        │ 9.85      │ 184        │ 127        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 51        │ 0.04  │ 3.4   │ 92.18        │ 9.85      │ 184        │ 128        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 51        │ 0.04  │ 3.4   │ 91.97        │ 9.85      │ 184        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 51        │ 0.04  │ 3.4   │ 91.63        │ 9.85      │ 184        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 51        │ 0.04  │ 3.4   │ 91.63        │ 9.85      │ 184        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 51        │ 0.04  │ 3.4   │ 91.33        │ 9.85      │ 184        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 51        │ 0.04  │ 3.4   │ 91.28        │ 9.85      │ 184        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 51        │ 0.04  │ 3.4   │ 90.82        │ 9.85      │ 184        │ 130        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 51        │ 0.04  │ 3.4   │ 90.59        │ 9.85      │ 184        │ 130        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.04  │ 3.4   │ 90.21        │ 9.05      │ 244        │ 172        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 50        │ 0.04  │ 3.4   │ 89.78        │ 9.9       │ 181        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 50        │ 0.04  │ 3.4   │ 89.78        │ 9.9       │ 181        │ 128        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 44        │ 0.04  │ 3.4   │ 89.73        │ 9.05      │ 244        │ 192        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 44        │ 0.04  │ 3.4   │ 89.63        │ 9.05      │ 244        │ 192        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 44        │ 0.04  │ 3.4   │ 89.53        │ 9.05      │ 244        │ 174        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 50        │ 0.04  │ 3.4   │ 89.48        │ 9.9       │ 181        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 50        │ 0.04  │ 3.4   │ 89.44        │ 9.9       │ 181        │ 120        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.04  │ 3.4   │ 89.39        │ 9.05      │ 244        │ 174        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 4    │ 44        │ 0.04  │ 3.4   │ 89.39        │ 9.05      │ 244        │ 193        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 44        │ 0.04  │ 3.4   │ 89.04        │ 9.05      │ 244        │ 193        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 50        │ 0.04  │ 3.4   │ 88.98        │ 9.9       │ 181        │ 130        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 44        │ 0.04  │ 3.4   │ 88.88        │ 9.05      │ 244        │ 175        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 50        │ 0.04  │ 3.4   │ 88.76        │ 9.9       │ 181        │ 130        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.04  │ 3.4   │ 88.53        │ 9.05      │ 244        │ 176        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.04  │ 3.4   │ 88.49        │ 9.05      │ 244        │ 176        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 50        │ 0.04  │ 3.4   │ 88.25        │ 9.9       │ 181        │ 122        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 50        │ 0.04  │ 3.4   │ 88.21        │ 9.9       │ 181        │ 122        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 50        │ 0.04  │ 3.4   │ 88.04        │ 9.9       │ 181        │ 122        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 50        │ 0.04  │ 3.4   │ 88.04        │ 9.9       │ 181        │ 131        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 44        │ 0.04  │ 3.4   │ 87.79        │ 9.05      │ 244        │ 196        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.04  │ 3.4   │ 87.49        │ 9.05      │ 244        │ 178        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 50        │ 0.04  │ 3.4   │ 87.47        │ 9.9       │ 181        │ 132        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 50        │ 0.04  │ 3.4   │ 87.26        │ 9.9       │ 181        │ 123        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.04  │ 3.4   │ 87.24        │ 9.05      │ 244        │ 178        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 50        │ 0.04  │ 3.4   │ 87.2         │ 9.9       │ 181        │ 123        │ 
